id,added_at,source,type,category,title,url,description,why_interesting,author_handle,github_stars,github_url,license,is_indexed,tags
144,2026-05-21 22:34:17.959736+00,twitter,insight,agent_security,"Claw Chain — 4 Chainable CVEs in OpenClaw (CVSS 9.6 Sandbox Escape, 65K-180K Deployments)",https://x.com/cyera_io/status/2056444305045123514,Cyera Research disclosed Claw Chain: 4 chainable vulnerabilities in OpenClaw (CVE-2026-44112 to -44118). Chain: sandbox write escape via symlink race (CVSS 9.6) → TOCTOU read escape to exfil credentials → owner-level privilege escalation → persistence via config tampering. Affects 65K-180K agent deployments. Patched in v2026.4.22.,CVSS 9.6 critical sandbox escape in OpenClaw — the platform our stack runs on. 4 CVEs that chain from sandbox escape to full persistence. 65K-180K deployments affected. Cloud Security Alliance covered it. This is THE agent security story right now. Extremely retweetable: concrete CVE numbers + CVSS + deployment count.,cyera_io,,,,t,
145,2026-05-21 22:34:17.959736+00,github,project,agent_infrastructure,"Archestra — Enterprise AI Platform with Guardrails, MCP Registry & Gateway (3.7K★)",https://github.com/archestra-ai/archestra,"Enterprise AI platform with guardrails, MCP registry, gateway and orchestrator. TypeScript, AGPL-3.0. 3722 stars, 845 forks. Supports A2A, MCP client/server/host, K8s, and multiple LLM providers.",3722★ enterprise platform combining guardrails + MCP registry + gateway. 845 forks = strong community. Bridges A2A and MCP protocols. Concrete angle: this is the middleware layer between agent frameworks and production.,,3722,,AGPL-3.0,t,
146,2026-05-21 22:34:17.959736+00,github,project,agent_infrastructure,Kubernetes-sigs Agent Sandbox — K8s-native Isolated Agent Runtimes (2.3K★),https://github.com/kubernetes-sigs/agent-sandbox,"Official Kubernetes SIG project for managing isolated, stateful, singleton workloads for AI agent runtimes. Go, Apache-2.0. 2296 stars. K8s-native isolation for agents.","2296★ official K8s SIG project. This is the Kubernetes-native answer to agent isolation. When a K8s SIG makes a sandbox for agents, that signals production adoption is real. Concrete: official K8s project, Go, Apache-2.0.",,2296,,Apache-2.0,t,
147,2026-05-21 22:34:17.959736+00,github,project,agent_infrastructure,Docker Agent — AI Agent Builder and Runtime by Docker Engineering (2.9K★),https://github.com/docker/docker-agent,"AI Agent Builder and Runtime by Docker Engineering. Go, Apache-2.0. 2926 stars, 362 forks. Official Docker project for building and running AI agents.","2926★ official Docker Engineering project. Docker itself building agent tooling = containers becoming the de facto agent isolation standard. Concrete: Docker official, 2926 stars, Go.",,2926,,Apache-2.0,t,
148,2026-05-21 23:04:28.420066+00,github,tool,agent_security,Anthropic Cybersecurity Skills — 754 Structured Security Skills for AI Agents (6.5K★),https://github.com/mukul975/Anthropic-Cybersecurity-Skills,"754 structured cybersecurity skills for AI agents mapped to 5 frameworks: MITRE ATT&CK, NIST CSF 2.0, MITRE ATLAS, D3FEND and NIST AI RMF. Works with Claude Code, GitHub Copilot, Codex CLI, Cursor, Gemini CLI and 20+ platforms. 26 security domains. Apache 2.0.","Massive skill library (754 skills, 6.5K stars) that turns any coding agent into a security testing tool. Mapped to industry frameworks. Our niche.",mukul975,6740,,Apache-2.0,t,
149,2026-05-21 23:04:29.4964+00,twitter,pattern,agent_security,Nx Console Supply Chain Attack — Troj anized VS Code Extension Stole GitHub Credentials (11K+ Views),https://x.com/patrickwardle/status/2057295568947277941,"TeamPCP trojanized the Nx Console VS Code extension (v18.95.0) with credential-stealing malware. Used stolen credentials to access ~3,800 internal GitHub repos. 6K+ users downloaded the malicious version. Same MO as npm worm attacks. Patrick Wardle uploaded samples to Objective-See malware collection.","Trending story (11K views, 83 likes). Directly in our agent security niche — supply chain attack targeting developer tools that AI agents use. Same attack surface as MCP poisoning but via editor extensions.",patrickwardle,,,,t,
150,2026-05-21 23:04:30.574498+00,github,tool,agent_security,claudit-sec — Single-Command Security Audit for Claude Desktop and Claude Code (250★),https://github.com/HarmonicSecurity/claudit-sec,"Security audit tool for Claude Desktop and Claude Code on macOS. Single-command visibility into MCP servers, extensions, plugins, connectors, scheduled tasks, and permissions. Shell script, zero dependencies.",Dead simple Claude security audit — one command tells you exactly what MCP servers and extensions have access to. Our audience needs this.,HarmonicSecurity,250,,,t,
151,2026-05-21 23:04:31.673388+00,github,tool,mcp,"MCP Gateway Registry — Enterprise MCP Gateway with OAuth, Keycloak, Entra ID (658★)",https://github.com/agentic-community/mcp-gateway-registry,"Enterprise-ready MCP Gateway and Registry that centralizes AI development tools with secure OAuth authentication, dynamic tool discovery, and unified access for autonomous AI agents and coding assistants. Keycloak and Entra ID integration. Fine-grained access control.",Addresses the MCP chaos problem our audience faces — scattered MCP servers with no governance. Enterprise-grade auth and audit. 658 stars show real demand.,agentic-community,658,,,t,
152,2026-05-21 23:39:55.976654+00,github,project,agent_infrastructure,GBrain — Garry Tan's OpenClaw Agent Brain with Fat Skills Architecture,https://github.com/garrytan/gbrain,"Garry Tan (YC CEO) built his personal AI agent brain on OpenClaw/Hermes Agent. 100K pages of structured knowledge, 4383 people, 723 companies. Key innovation: Fat Skills, Fat Code, Thin Harness — intelligence lives in skills, runner is lightweight router. Recursive Skillify meta-skill. TypeScript, MIT license.","18K stars. YC CEO's actual production agent infra. Fat Skills architecture = testable, versionable, debuggable agent behaviors. Recursive skill creation loop. Directly relevant to agent architecture consolidation.",garrytan,18007,,MIT,t,
153,2026-05-21 23:39:55.980702+00,github,tool,agent_infrastructure,Google Stitch Skills — Agent Skills Standard Library by Google Labs,https://github.com/google-labs-code/stitch-skills,"Library of Agent Skills following the Agent Skills open standard. Designed for Stitch MCP server. Compatible with Claude Code, Gemini CLI, Antigravity, and more. 5612 stars, TypeScript.","Google Labs backing a standard skill format. If Google + Anthropic converge on agent skill specs, that's the npm moment for agents. 5.6K stars means real adoption.",google-labs-code,5612,,,t,
154,2026-05-21 23:39:55.983337+00,github,tool,agent_security,bb-browser — Your Browser is the API. CLI + MCP Server for Agent Browser Control,https://github.com/epiral/bb-browser,"Browser becomes the API for AI agents. Chrome extension + CLI + MCP server lets agents control your actual logged-in browser. 36 platforms, 103 commands pre-built. Works with Claude Code, Cursor, OpenClaw. TypeScript.","Security double-edged sword: agents get your real login sessions. 5.4K stars. The ""your browser IS the API"" approach bypasses all API auth but exposes session cookies. Relevant to agent trust boundary discussions.",epiral,5379,,,t,
155,2026-05-21 23:39:55.985842+00,github,tool,agent_security,Casdoor — Agent-First Identity and Access Management with MCP Gateway,https://github.com/casdoor/casdoor,"Agent-first IAM/LLM MCP gateway and auth server. OAuth, OIDC, SAML, LDAP, WebAuthn, MFA, SCIM support. OpenClaw and MCP compatible. Go. 13.6K stars.","13.6K stars. The agent identity problem: who is the agent, what can it do, how do you revoke it? Casdoor pivoted from generic IAM to agent-first. Identity is the missing layer in agent security stacks.",casdoor,13647,,,t,
156,2026-05-21 23:39:55.98873+00,github,tool,agent_security,Agent Sandbox Taxonomy — Scoring Framework for Evaluating Agent Sandboxes,https://github.com/kajogo777/the-agent-sandbox-taxonomy,"Open taxonomy and scoring framework for evaluating AI agent sandboxes. 7 defense layers, 7 threat categories. Go.","Directly useful for our agent security coverage. Gives readers a concrete evaluation framework instead of just ""use a sandbox."" Unique angle: scoring system, not another sandbox.",kajogo777,74,,,t,
157,2026-05-22 00:05:07.136904+00,github,tool,agent_infrastructure,Needle-rs — 258KB WASM Runtime for 26M-Parameter Tool-Calling Transformer,https://github.com/Geekgineer/needle-rs,"Tiny on-device AI that can actually call tools. 258KB WASM binary running a 26M-parameter int4-quantized transformer with function calling baked in. Runs in browser, Cloudflare Workers, and Node.js. No backend, no API key, no cloud dependency. Written in Rust, compiles to no-std WASM.","Every agent framework assumes you need a cloud LLM for tool calling. This proves you can do it in 258KB on the client. Edge agents, embedded devices, offline-first agent architectures become possible. Zero Twitter coverage — genuinely undiscovered.",,28,,,t,
158,2026-05-22 00:05:07.136904+00,github,tool,agent_infrastructure,Budget-Aware MCP — Model-Agnostic Code Memory MCP Server with Graph Retrieval,https://github.com/Doorman11991/budget-aware-mcp,"Code memory MCP server that uses budget-aware graph retrieval for AI agents. Sub-millisecond queries, token budgeting so your agent does not blow through context window on large codebases. Deterministic results. Built on CodeGraphContext.","Most code memory solutions are just semantic search. This one gives you a token budget and guarantees you stay within it — production-grade context management, not just retrieval. Addresses the context window waste problem our audience cares about.",,19,,,t,
159,2026-05-22 00:05:07.136904+00,github,tool,agent_infrastructure,MCP-Man — Postman for MCP Servers,https://github.com/aaglexx/mcp-man,"Developer tool for MCP server testing and inspection. Browse 150+ servers, test tools live, inspect schemas. TypeScript. The first proper devtool for MCP.","MCP ecosystem is exploding but debugging is still print-statement hell. This is the Postman moment for MCP — like Postman was for REST APIs when that ecosystem was young. Fresh (May 20), solves real developer pain.",,17,,,t,
160,2026-05-22 00:38:08.15486+00,github,project,agent_infrastructure,Centaur — Self-Hosted Secure Agent Platform by Paradigm,https://github.com/paradigmxyz/centaur,"Slack-native shared AI agents for teams. Each conversation runs in an isolated K8s sandbox. Credential boundaries so agents use services without raw API keys. Durable workflows. Bring-your-own-harness (Claude Code, Codex, Amp).",Paradigm (top crypto VC) shipped an open-source agent platform: K8s sandbox + Slack-native + credential boundaries. Only 182 stars in 3 days — nobody noticed. Untrusted-agent threat model meets team productivity.,,448,https://github.com/paradigmxyz/centaur,,t,
161,2026-05-22 00:38:08.15486+00,github,tool,agent_security,"Varlock — AI-Safe .env Files: Agents See Schema, Never Secrets (3.5K Stars)",https://github.com/dmno-dev/varlock,"Schema-based config where agents read .env.schema (types, validation rules) but never touch actual secrets. Proactive leak scanning via git hooks, runtime log redaction. Plugins for 1Password, Vault, AWS, Azure.","3.4K stars. Solves the agent-api-key-leak problem at the config layer. Agents see schema, never secrets. Git hook scanning + runtime redaction. Every team shipping agents needs this.",,3481,,,t,
163,2026-05-22 01:36:04.252346+00,github,project,agent_security,AI Kill Chain — Defender-Side Extension of Lockheed Martin Kill Chain for LLM/Agentic Threats,,"Extends the classic Lockheed Martin Cyber Kill Chain for LLM and agentic AI threats. Adds a model supply chain stage and splits actions-on-objectives into exfiltration, model extraction, and agentic pivot.",,,37,https://github.com/gouravnagar-infosec/ai-kill-chain,,t,
164,2026-05-22 01:36:18.977156+00,github,tool,agent_infrastructure,OpenTeam — Chrome Extension for Orchestrating Local AI Agent Team Workflows,,A Chrome extension that orchestrates local AI-agent team workflows across web AI services. Lets you manage multiple agents from different providers in one browser interface.,,,54,https://github.com/afumu/openteam,,t,
165,2026-05-22 01:36:30.252421+00,github,tool,agent_infrastructure,Forge — Rust Workflow Engine for Structured AI Coding Agent Task Lifecycles,,AI coding agent workflow engine built in Rust. Manages structured task lifecycles for coding agents with MCP support. Self-hosted.,,,39,https://github.com/ForgeAILab/forge,,t,
166,2026-05-22 02:05:18.893589+00,twitter,tool,agent_infrastructure,Firefox DevTools MCP — Mozilla official MCP server for AI agents to inspect and control Firefox,https://github.com/mozilla/firefox-devtools-mcp,"Model Context Protocol server for Firefox DevTools. Enables AI assistants to inspect and control Firefox browser through the Remote Debugging Protocol. TypeScript, MIT license.","First major browser vendor shipping an official MCP server. 170 stars. Agents can now inspect DOM, debug JS, capture screenshots, and profile performance — all through MCP protocol. Pairs with Chrome DevTools MCP (already indexed) but this is the Mozilla-first approach. Signals MCP becoming the standard for browser-agent interaction.",ic_lifewood,170,https://github.com/mozilla/firefox-devtools-mcp,MIT,t,
167,2026-05-22 02:05:19.989946+00,twitter,tool,agent_security,AI Security Arsenal — Agent-Compatible Skills for Security Researchers,https://github.com/hardw00t/ai-security-arsenal,"Collection of skills, agents, commands, and workflows for security researchers. Compatible with Claude Code, Claude Desktop, OpenCode, and other AI coding tools. Covers appsec, cloud security, containers, LLM attacks, and threat modeling.","73 stars. First curated collection of security-skills specifically packaged for agent consumption. Covers the full security stack (appsec, cloud, containers, LLM attacks). Works with Claude Code and OpenClaw. Fits directly into our agent-security niche that generates all meaningful engagement.",davemccollough,73,https://github.com/hardw00t/ai-security-arsenal,MIT,t,
168,2026-05-22 02:43:19.187623+00,github,tool,agent_infrastructure,"Semble — Fast Code Search for AI Agents, 98% Fewer Tokens Than grep+read",https://github.com/MinishLab/semble,"Open-source semantic code search library for AI coding agents. Runs on CPU only. Provides MCP server, CLI, and Python API. Works with Claude Code, Cursor, Codex, OpenCode. Replaces grep+read loops with targeted semantic search, cutting token usage by ~98%. By MinishLab. 3.5K+ stars.","98% token reduction is a concrete number that ties directly to the agent cost crisis (Microsoft canceling Claude Code licenses, Uber burning through 2026 AI budget in 4 months). Every coding agent user cares about token costs. 3.5K stars means community validation. CPU-only means no GPU needed — accessible.",MinishLab,3574,https://github.com/MinishLab/semble,,t,
169,2026-05-22 02:43:34.375692+00,github,tool,agent_security,"Wirken — Encrypted Credential Vault + Audit Log for AI Agents, Single Rust Binary",https://github.com/gebruder/wirken,"Open-source switchboard for AI agents. Per-channel isolation, encrypted credential vault, per-session hash-chained audit log. Ships as a single static Rust binary. By gebruder. 149 stars.",Hash-chained audit log is a concrete security primitive missing from most agent frameworks. Single static binary = zero dependency deployment. Per-channel isolation prevents credential cross-contamination between agent sessions.,gebruder,149,https://github.com/gebruder/wirken,,t,
170,2026-05-22 03:09:01.660806+00,twitter,paper,agent_security,Trust No Tool — Cognitive Poisoning Attack on LLM Agent Tool Trust,https://arxiv.org/abs/2605.17453,"Paper identifies cognitive poisoning: malicious tools behave normally during exploration, build trust through benign interactions, then strike when hidden state conditions trigger the final action. Introduces TRUST-Bench with 1,970 hidden-trigger tool-compromise episodes. Traditional prompt-injection defenses are blind to this attack vector.","New attack vector beyond prompt injection. Tools that look safe during testing but weaponize accumulated trust. 1,970 test episodes. Directly relevant to our agent security niche — every agent that uses external tools is vulnerable.",Chenyang_Lyu,,,,t,
171,2026-05-22 04:05:59.61762+00,github,project,agent_infrastructure,"Kreuzberg — Polyglot Document Intelligence Framework, 97+ Formats, Rust Core, MCP Server",https://github.com/kreuzberg-dev/kreuzberg,"Rust-powered document extraction for PDFs, Office, images, 97+ formats. Bindings for 11+ languages. CLI, REST API, and MCP server. v4.0 just released.","8,356 stars. One binary handles 97 document formats and ships an MCP server. Most agent setups glue together 5 libraries for what this does in one.",,8356,https://github.com/kreuzberg-dev/kreuzberg,,t,
172,2026-05-22 04:05:59.61762+00,github,project,coding_agents,DeepSeek-Reasonix — DeepSeek-Native Coding Agent with Prefix-Cache Stability,https://github.com/esengine/DeepSeek-Reasonix,AI coding agent built specifically for DeepSeek models. Prefix-cache stability means it runs continuously without losing context. Not a generic wrapper.,"5,236 stars. Most coding agents are model-agnostic wrappers. This one is DeepSeek-native, engineered around prefix caching. Leaves it running in terminal without context loss.",,5236,https://github.com/esengine/DeepSeek-Reasonix,,t,
173,2026-05-22 04:05:59.61762+00,github,project,agent_infrastructure,"MCPJam Inspector — Debug, Inspect, and Evaluate MCP Servers",https://github.com/MCPJam/inspector,"Development platform for MCP server debugging, chatting, inspection, and evaluation. Works with MCP apps and ChatGPT apps.","1,958 stars. MCP has 300M+ downloads but most servers have zero integration tests. This gives you a proper debugger for MCP. The tooling gap is real.",,1958,https://github.com/MCPJam/inspector,,t,
174,2026-05-22 04:05:59.61762+00,github,project,agent_infrastructure,"Drift — Codebase Intelligence for AI, Detects Patterns and Conventions Across Sessions",https://github.com/dadbodgeoff/drift,"MCP server that detects codebase patterns and conventions, remembers decisions across sessions. Works in any IDE. Offline CLI.",781 stars. Agents keep forgetting project conventions between sessions. Drift builds persistent codebase memory through MCP.,,781,https://github.com/dadbodgeoff/drift,,t,
175,2026-05-22 04:05:59.61762+00,github,tool,agent_infrastructure,"Claude Code Plugins + Skills — 425 Plugins, 2,810 Skills, 200 Agents, CLI Package Manager",https://github.com/jeremylongshore/claude-code-plugins-plus-skills,"Open-source marketplace for Claude Code extensions. Includes ccpi CLI package manager. Largest collection of Claude Code plugins, skills, and agent configs.","2,230 stars, 298 forks. 425 plugins + 2,810 skills is a concrete number nobody else has aggregated. The ccpi package manager makes it installable.",,2230,https://github.com/jeremylongshore/claude-code-plugins-plus-skills,,t,
176,2026-05-22 04:05:59.61762+00,github,project,coding_agents,Helmor — Local Workbench for Multi-Agent Dev with Voice Copilot,https://github.com/dohooo/helmor,Open-source local workbench for multi-agent dev. Uses gpt-realtime-2 for voice-controlled agent orchestration. All UI actions have CLI equivalents.,"1,105 stars. Voice-to-action agent orchestration that skips the text-to-speech-to-text loop. gpt-realtime-2 understands semantics, not just words.",,1105,https://github.com/dohooo/helmor,,t,
178,2026-05-22 04:40:53.664818+00,github,project,agent_infrastructure,ProgramBench — Can LLMs Rebuild Programs From Scratch?,https://github.com/facebookresearch/ProgramBench,"From the SWE-Bench team (Princeton/Meta/Stanford). Gives models a compiled binary + docs, asks them to rebuild from scratch. 9 frontier models tested, zero fully resolved. Leading model passed 95%% tests on only 3%% of tasks. 200 tasks total.",SWE-Bench team built a harder test. Every model failed. 0/200 fully resolved across 9 frontier models.,,636,https://github.com/facebookresearch/ProgramBench,,t,
180,2026-05-22 05:06:15.504565+00,github,tool,agent_infrastructure,rmux — Universal Rust Multiplexer for Driving CLI/TUI Apps from Code,https://github.com/Helvesec/rmux,"Universal Rust multiplexer with typed SDK. Drive any CLI or TUI app from code. Native on Linux, macOS, Windows. Built with tokio and ratatui. 572 stars in 7 days.",Agent infra tool: typed SDK for programmatic control of CLI apps. Rust + cross-platform. Potential building block for agent terminal automation. Not viral enough to queue for posting but worth indexing.,,1046,https://github.com/Helvesec/rmux,,t,
181,2026-05-22 06:08:24.296161+00,github,tool,agent_security,AI Kill Chain — Defender-Side Extension of Lockheed Martin Cyber Kill Chain for LLM/Agent Threats,https://github.com/gouravnagar-infosec/ai-kill-chain,"Extends the classic kill chain with a model supply chain stage and splits actions-on-objectives into exfiltration, model extraction, and agentic pivot stages. 37 stars but 33 forks — practitioners are actually using it.",First kill chain framework specifically for AI agent threat modeling. 89% fork-to-star ratio means real practitioner adoption. Adds model supply chain as a new stage.,,37,https://github.com/gouravnagar-infosec/ai-kill-chain,,t,
182,2026-05-22 06:08:24.296161+00,github,tool,agent_infrastructure,"CloakBrowser — Stealth Chromium for AI Agents, 30/30 Bot Detection Tests Passed",https://github.com/CloakHQ/CloakBrowser,"Stealth Chromium browser purpose-built for AI agent automation. Source-level fingerprint patches. 18K+ stars. Drop-in Playwright replacement that passes Cloudflare, reCAPTCHA, and every major bot detection test.","18K stars, 30/30 bot detection tests passed. Source-level fingerprint patches (not extension-level). The execution layer for agents that need to survive real web environments. 1353 stars in the last day alone.",,21170,https://github.com/CloakHQ/CloakBrowser,,t,
185,2026-05-22 06:38:19.834175+00,github,tool,agent_security,"Snyk Agent-Scan — Security Scanner for AI Agents, MCP Servers and Skills",,"Official Snyk security scanner for AI agents and MCP servers. Scans agent configurations, tool permissions, and skill definitions for vulnerabilities. Python CLI.",,,2459,https://github.com/snyk/agent-scan,,t,
186,2026-05-22 06:38:19.834175+00,github,tool,agent_security,Cisco MCP Scanner — Threat Scanner for MCP Servers,,"Cisco AI Defense scanner for MCP servers. 3 parallel engines: YARA rules, LLM-as-judge, and Cisco inspect API. Catches malicious tools, poisoned prompts, and behavioral anomalies.",,,937,https://github.com/cisco-ai-defense/mcp-scanner,,t,
187,2026-05-22 06:38:19.834175+00,github,tool,agent_security,"Pantheon Medusa — AI-First Security Scanner with 9,600+ Rules",,"AI-first security scanner with 76 analyzers and 9,600+ detection rules. Detects prompt injection, MCP tool poisoning, repo poisoning, AI editor config attacks. Covers 200+ CVEs.",,,568,https://github.com/Pantheon-Security/medusa,,t,
189,2026-05-22 06:38:19.834175+00,github,tool,agent_security,Dark Moon — Autonomous AI Pentesting Engine,,"Autonomous AI pentesting engine performing continuous offensive security across web, cloud, AD and Kubernetes. Agentic reasoning, real exploit execution, attack path analysis.",,,326,https://github.com/ASCIT31/Dark-Moon,,t,
190,2026-05-22 06:38:19.834175+00,github,tool,agent_security,"CyberStrike — AI Offensive Security Agent with 7,300+ Skills",,"AI-powered offensive security agent with 7,300+ actionable skills. MITRE ATT&CK 2,000+ tests, CIS Benchmarks 1,500+ controls, OWASP, NIST. Lazy-loading, zero context pollution.",,,282,https://github.com/CyberStrikeus/CyberStrike,,t,
191,2026-05-22 07:08:09.344438+00,github,project,coding_agents,"OpenHuman — Personal AI Super Intelligence, Desktop App, 118+ Integrations, Memory Graph",https://github.com/tinyhumansai/openhuman,"Consumer-grade personal AI agent with desktop app. 118+ integrations (Gmail, Slack, Notion, GitHub). Builds personal memory graph. Desktop mascot. Privacy-first, runs locally. Written in Rust. #1 GitHub Trending, #1 Product Hunt. 25K+ stars gaining 2-4K/day.",First consumer-grade AI agent getting mass adoption. Desktop app vs terminal. Contrast with Hermes/OpenClaw shows agents moving from CLI to GUI. Memory graph from personal data. Gaining 2-4K stars/day.,,25216,https://github.com/tinyhumansai/openhuman,GPL-3.0,t,
192,2026-05-22 07:08:34.248445+00,github,project,coding_agents,"Crush — Glamourous Agentic Coding, by Charm (Bubble Tea Team), Written in Go",https://github.com/charmbracelet/crush,"Coding agent from the Charm team (Bubble Tea, Lip Gloss, VHS). Written in Go. Terminal-native with beautiful TUI. Single binary, no Node.js dependency. 24K+ stars. Trending alongside picoclaw as part of Go/Rust counter-movement against TypeScript agent dominance.",Best TUI framework team built a coding agent. Go/Rust agents challenging TypeScript dominance. Charm team known for developer experience. Single binary > npm install.,,24523,https://github.com/charmbracelet/crush,MIT,t,
193,2026-05-22 07:08:34.252018+00,github,tool,agent_infrastructure,"Matt Pocock Skills — 99K Stars, Claude Skills Straight From .claude Directory",https://github.com/mattpocock/skills,"Skills for real engineers pulled directly from Matt Pocock's .claude directory. 99K stars, 8.2K this week alone. The most starred new repo of 2026 is not a framework or model — it is one person's AI coding skills.","Signal: most starred repo of 2026 is personal skills, not a framework. Validates SKILL.md standard. Shows agent ecosystem shifting to skills-as-content.",,99674,https://github.com/mattpocock/skills,,t,
194,2026-05-22 07:08:34.254557+00,github,project,agent_infrastructure,"Picoclaw — Tiny Fast OpenClaw-Compatible Agent, Written in Go, 29K Stars",https://github.com/sipeed/picoclaw,"Lightweight OpenClaw-compatible agent written in Go. Tiny, fast, deployable anywhere. 29K stars. Single binary. Being mentioned alongside Crush as the Go alternative to TypeScript-based agents. From Sipeed (hardware company).",OpenClaw-compatible but lightweight. Go ecosystem counter-movement. Hardware company building agents. Single binary deployment.,,29132,https://github.com/sipeed/picoclaw,,t,
196,2026-05-22 07:44:24.313842+00,twitter,project,agent_infrastructure,TencentDB-Agent-Memory — Tencent 4-Tier Progressive Memory Pipeline for AI Agents,,"Tencent open-sourced a layered long-term memory engine for AI agents. 4-tier progressive pipeline: L0 raw conversations → L1 atomic facts → L2 structured summaries → L3 user profiles. 61.38% token reduction, +51% pass rate on WideSearch benchmarks. Uses Mermaid diagrams as context compression when sessions hit 300K+ tokens. Zero external dependencies, fully local, MIT license.",,,3788,https://github.com/Tencent/TencentDB-Agent-Memory,MIT,t,
197,2026-05-22 07:44:24.313842+00,github,project,agent_infrastructure,Claude Code System Prompts — Full Teardown of Anthropic Agent Instructions,,"Complete collection of Claude Code system prompts including 27 builtin tool descriptions, sub-agent prompts (Plan/Explore/Task), utility prompts (CLAUDE.md, compact, statusline, WebFetch, Bash cmd, security review, agent creation). Updated for each Claude Code version.",,,10404,https://github.com/Piebald-AI/claude-code-system-prompts,,t,
198,2026-05-22 07:44:24.313842+00,github,tool,agent_security,Raptor — Claude Code as Offensive/Defensive Security Agent,,"Turns Claude Code into a general-purpose AI security agent. Uses CLAUDE.md to create rules, sub-agents, and skills that orchestrate security tool usage for adversarial thinking, research, and attack/defense operations.",,,2735,https://github.com/gadievron/raptor,,t,
199,2026-05-22 09:07:01.072568+00,github,tool,agent_infrastructure,Juice — Negative-Constraint Memory Layer for AI Agents,https://github.com/alvinunreal/juice,"MCP server that stores ONLY avoidance constraints — what agents should NOT do. Rejects positive preferences. Scopes to global/project/repo/agent. Works with Claude Code, OpenCode, Cursor, Codex. SQLite-backed, TypeScript.","Contrarian approach to agent memory. Every memory system tries to remember everything. This one deliberately stores only negative guidance — what to avoid, stop doing, prohibit. Zero Twitter coverage.",alvinunreal,29,https://github.com/alvinunreal/juice,,t,
200,2026-05-22 09:07:02.145343+00,github,tool,agent_infrastructure,Directional Prompting — Two-Layer Prompt Skill for Claude Code and Codex CLI,https://github.com/kingbootoshi/directional-prompting,Outcome-first plus directional language. A two-layer prompt engineering skill that works identically in Claude Code and Codex CLI via SKILL.md. Layer 1: name the destination. Layer 2: positive verbs for the path.,"Documents convergence: both Anthropic and OpenAI guides recommend same prompting pattern (name destination + positive direction). Cross-platform skill format. Low coverage, fresh.",kingbootoshi,73,https://github.com/kingbootoshi/directional-prompting,,t,
201,2026-05-22 09:41:28.08899+00,github,tool,coding_agents,"Kimi Code CLI — MoonshotAI Terminal Coding Agent with Subagents, Video Input, and MCP",https://github.com/MoonshotAI/kimi-code,"MoonshotAI (valued at 0B+, B funded) open-sourced their coding agent. Single-binary install, subagents for parallel work (coder/explore/plan), video input for screen recordings, AI-native MCP config, lifecycle hooks for gating risky tool calls. Purpose-built for Kimi models but configurable for others. MIT licensed, TypeScript.","Major AI company entering coding agent space. Subagents + video input + lifecycle hooks are distinctive. Only 1 tweet found about it — genuinely fresh. MoonshotAI valued at 0B, B+ funded — this is a strategic move. Comparison angle with Claude Code (purpose-built harness per model vs generic router).",MoonshotAI,674,https://github.com/MoonshotAI/kimi-code,MIT,t,
202,2026-05-22 10:06:57.913679+00,github,tool,agent_infrastructure,cc-connect — Bridge Local AI Coding Agents to Messaging Platforms,https://github.com/chenhg5/cc-connect,"Go-based bridge that lets you control Claude Code, Codex, Cursor Agent, Gemini CLI from Slack, Telegram, Discord, LINE, Feishu, WeChat Work. No public IP needed. WebSocket + long-polling. 10K+ stars.",Already widely covered by 10+ Twitter accounts including ihtesham2005 (15.9K views). Not fresh enough for posting — no unique angle left.,chenhg5,10127,https://github.com/chenhg5/cc-connect,,t,
203,2026-05-22 11:05:47.419165+00,github,tool,agent_infrastructure,Lucarne — Zero-Intrusion Mobile Remote Control for AI Coding Agents,https://github.com/tuchg/Lucarne,"Rust-based tool for mobile control over Codex, Claude Code, Pi, and Gemini sessions via Telegram/WeChat. Zero hooks, no skills, no MCP. Just sync, approve, resume from anywhere. v0.3.0 with Homebrew support.","Every coding agent user faces the same problem: you start a long task and have to babysit the terminal. Lucarne gives mobile control without modifying agent code. 0-intrusion approach is novel — no MCP, no hooks, just sync. Broad appeal (works with 4+ agents). Rust + Homebrew = serious engineering.",,102,https://github.com/tuchg/Lucarne,,t,
204,2026-05-22 11:06:10.324729+00,github,tool,agent_infrastructure,codex-shim — BYOK Local Responses-API Shim for Codex Desktop,https://github.com/0xSero/codex-shim,Local Responses-API shim that exposes Factory BYOK models and optional ChatGPT GPT-5.5 passthrough to Codex Desktop. Python.,"Codex Desktop is locked to OpenAI models. This shim lets you point it at any BYOK endpoint — run local models, use Factory pricing, or passthrough GPT-5.5. 59 stars in hours. Solves a real pain point for devs who want Codex UX with their own models.",,604,https://github.com/0xSero/codex-shim,,t,
205,2026-05-22 12:09:38.448611+00,twitter,tool,coding_agents,book-to-skill — Turn Any Technical Book PDF into a Claude Code Skill,https://github.com/virgiliojr94/book-to-skill,"Python tool that parses technical book PDFs and generates SKILL.md files for Claude Code. Study, reference, and use book knowledge while you work. 1,129 stars in 3 weeks. Offline, no API key. Unique PDF-to-agent-skill pipeline.","1,129 stars. Turns any PDF into a working Claude Code skill. Nobody else does PDF→skill conversion. 3 weeks old. Low English coverage (<10 tweets).",tom_doerr,1129,https://github.com/virgiliojr94/book-to-skill,,t,
