id,title,description,category,github_url,github_stars,is_indexed,added_at
315,CVE-2026-25874 — Hugging Face LeRobot Unauthenticated RCE via Unsafe Deserialization (24.3K Stars),"Critical RCE in HuggingFace open-source robotics platform. Unauthenticated remote code execution through unsafe deserialization in the inference pipeline. AI agent controls a robot arm + code execution vulnerability = physical safety hazard. Same platform powering the new $2,500 LeRobot Humanoid announced May 22.",agent_security,https://github.com/huggingface/lerobot,24263,t,2026-05-23 10:34:02.519298+00
313,ds4 — Redis Creator's DeepSeek V4 Flash Local Inference Engine for Metal/CUDA (11.4K Stars),"Salvatore Sanfilippo (antirez, Redis creator) built a lightweight C engine for running DeepSeek V4 Flash locally on Metal (Apple Silicon) and CUDA. Pure C, no frameworks.",agent_infrastructure,https://github.com/antirez/ds4,11467,t,2026-05-23 10:07:15.564229+00
312,CVE-2026-46354 — Coder Agent Token Theft via Azure Signature Bypass (CVSS 9.1),"Critical vulnerability in Coder allows unauthenticated attackers on any Azure VM to steal agent session tokens. Root cause: azureidentity.Validate() checked certificate chain but skipped signature verification. Attacker crafts fake PKCS#7 data using publicly available Azure certificates from Certificate Transparency logs, sends to /api/v2/workspaceagents/azure-instance-identity, receives workspace session token. With stolen token: Git SSH private keys, OAuth access tokens (GitHub/GitLab), API keys, environment variables. Unauthenticated. No malware needed.",agent_security,https://github.com/coder/coder,,t,2026-05-23 09:35:14.722231+00
310,"Vidar Malware Harvesting OpenClaw Agent Identities — soul.md, Memory, and Gateway Tokens Stolen","Vidar infostealer evolved to harvest AI agent identities. Sweeps .openclaw folder stealing: gateway token (remote access), private keys, soul.md (personality/behavior), MEMORY.md (activity logs), AGENTS.md (access levels). SecurityScorecard found 40,214 OpenClaw instances exposed publicly, 63% vulnerable to RCE. Hudson Rock: ""shift from stealing browser credentials to harvesting souls of AI agents.""",agent_security,,,t,2026-05-23 09:07:51.172293+00
309,CVE-2026-5865 — AI Agent Found Chrome V8 Zero-Day (Nebula Security),"Nebula Security's AI agent Vega discovered CVE-2026-5865, a zero-day in Chrome V8 affecting 40+ major versions. Renderer memory read/write, potential RCE. First Chrome V8 zero-day found by AI. 38K views, 482 likes. Patched by Google. Same team behind nginx-poolslip discovery.",agent_security,,,t,2026-05-23 09:07:38.010506+00
308,Groundcrew — Dispatch Linear Backlog to AI Coding Agents (31 Stars),"One git worktree per ticket, sandboxed by default. Dispatches your Linear backlog to AI coding agents automatically.",agent_infrastructure,https://github.com/ClipboardHealth/groundcrew,31,t,2026-05-23 08:34:12.68018+00
307,Infisical Agent Vault — HTTP Credential Proxy for AI Agents (1.3K Stars),"HTTP credential proxy and vault for Claude Code, OpenClaw, Hermes. Intercepts agent API calls and injects credentials at the proxy layer. Agents never store or see secrets.",agent_security,https://github.com/Infisical/agent-vault,1293,t,2026-05-23 08:34:12.677586+00
306,OneCLI — Open-Source Credential Vault for AI Agents (2.2K Stars),Give AI agents access to services without exposing keys. OAuth2 and API key vault that brokers credentials to agents at runtime. Keys never appear in conversation history or tool returns.,agent_security,https://github.com/onecli/onecli,2234,t,2026-05-23 08:34:12.674612+00
305,LiteLLM Agent Platform — Self-Hosted Sandboxed Coding Agents with Vault Proxy (484 Stars),"Self-hosted platform for running Claude Code, Codex, Hermes in isolated sandboxes with vault proxy. Agents never see real API keys, vault injects them at runtime.",agent_infrastructure,https://github.com/BerriAI/litellm-agent-platform,484,t,2026-05-23 08:34:12.672268+00
304,CVE-2026-7061 — ChatGPT-MCP Server Command Injection (CVSS 7.3),Critical command injection in Toowiredd chatgpt-mcp-server allows unauthenticated attackers to achieve RCE through MCP tool calls. MCP servers are the new attack surface.,agent_security,,,t,2026-05-23 08:34:12.669726+00
303,Forkd — Fork 100 Agent MicroVMs in 101ms with KVM Isolation (611 Stars),MicroVM sandbox runtime for AI agent fan-out. Children fork from a warmed parent snapshot with copy-on-write memory. Built on Firecracker. BRANCH lets agents fork mid-thought in ~150ms. Per-child KVM isolation with fork(2)-level spawn cost.,agent_security,https://github.com/deeplethe/forkd,611,t,2026-05-23 08:34:12.666341+00
301,Lightpanda — Headless Browser Built from Scratch for AI Agents (30.4K Stars),"First headless browser designed for agents, not adapted from Chromium. 11x faster, 9x less memory. CDP-compatible. Infrastructure that matches the use case.",agent_infrastructure,https://github.com/lightpanda-io/browser,30498,t,2026-05-23 08:06:46.594033+00
298,CLI-Anything — Turn Any Desktop Software Into Agent-Native CLI (39.6K Stars),"HKU research project. Scans any software source code (GIMP, Blender, Photoshop, Zoom) and auto-generates clean agent-ready CLI interfaces. Lets AI agents control GUI apps that never had APIs. 3 days to 39K stars.",agent_infrastructure,https://github.com/HKUDS/CLI-Anything,39636,t,2026-05-23 08:06:46.594033+00
302,"Hyperframes — Write HTML, Render Video, Built for Agents (20.5K Stars)","HeyGen open-sourced their video rendering pipeline. Write HTML templates, render as video. Built for AI agent workflows. TypeScript.",agent_infrastructure,https://github.com/heygen-com/hyperframes,20569,t,2026-05-23 08:06:46.594033+00
300,SocratiCode — MCP Server for Codebase Intelligence (2.7K Stars),"Open-source MCP server giving coding agents reusable intelligence layer for codebases. Hybrid BM25 + semantic search with reciprocal rank fusion. Works with Claude Code, Cursor, Codex, Gemini CLI. Index lives with codebase, not inside one IDE.",agent_infrastructure,https://github.com/giancarloerra/SocratiCode,2722,t,2026-05-23 08:06:46.594033+00
299,OpenFang — Open-Source Agent Operating System in Rust (17.6K Stars),"Not a chatbot framework. Full agent OS. 137K LOC, 14 crates, 2500+ tests. Autonomous agents with scheduling, memory, and tool use. One binary. Rust-native.",agent_infrastructure,https://github.com/RightNow-AI/openfang,17623,t,2026-05-23 08:06:46.594033+00
296,Gemini CLI CVSS 10.0 — Malicious Repo Config Grants Full RCE in CI/CD,"Headless mode automatically trusts workspace folders. Anyone who can push to your repo can inject malicious .gemini/ config for arbitrary command execution on CI/CD runners. No auth, no interaction needed. Affects @google/gemini-cli before 0.39.1 and 0.40.0-preview.3, and google-github-actions/run-gemini-cli before 0.1.22. No CVE assigned.",agent_security,"",,t,2026-05-23 07:42:03.31976+00
295,Cline CVE-2026-44211 — WebSocket Origin Bypass Enables Agent Session Hijack and RCE (CVSS 9.3),"Local WebSocket server on localhost:3484 has zero origin validation. Any website can silently connect to read workspace paths, git branches, and inject commands into running AI agent sessions. Affects Cline ≤2.13.0 via kanban ≤0.1.59. No patch available at time of disclosure.",agent_security,"",,t,2026-05-23 07:42:03.31976+00
292,AWS Strands Agents SDK — Model-Driven Agent Framework (5.9K Stars),AWS open-source SDK. Model-driven approach to building AI agents in few lines of code. Python + TypeScript. AgentCore integration.,agent_infrastructure,https://github.com/strands-agents/sdk-python,5900,t,2026-05-23 07:06:33.769345+00
294,NVIDIA AI-Q Blueprint — Deep Research Skill for Agent Harnesses (619 Stars),NVIDIA open reference for building intelligent AI agents. AI-Q skill packages research pipeline into portable skill. Drop into any harness. Returns cited reports.,agent_infrastructure,https://github.com/NVIDIA-AI-Blueprints/aiq,619,t,2026-05-23 07:06:33.769345+00
293,UncommonRoute — LLM Router with 82% Cost Savings (663 Stars),"Automatic LLM router. 82% cost reduction, 79.4% accuracy, 93.4% pass rate. Drop-in OpenAI-compatible proxy. Routes queries to cheapest capable model.",agent_infrastructure,https://github.com/CommonstackAI/UncommonRoute,663,t,2026-05-23 07:06:33.769345+00
290,Pydantic AI CVE-2026-46678 — SSRF Cloud-Metadata Bypass via IPv6 Transition Forms,Pydantic AI 1.100.0 fixes SSRF vulnerability. IPv6 transition forms bypass cloud-metadata blocklist in FileUrl with force_download=allow-local. The fix normalizes IPv6 transition forms before blocklist comparison.,agent_security,,,t,2026-05-23 06:36:10.849122+00
289,"MCP 2026-07-28 RC — Protocol Goes Stateless, No Session ID, No Handshake","MCP protocol release candidate removes session state entirely. No handshake, no session ID, any request can hit any server instance. Extensions become first-class (MCP Apps, Tasks). Auth hardening and deprecation policy added. 547K views, 1.37K likes, 205 RTs on announcement by dsp_. Security implications: every request must carry its own auth context — tool servers must validate every call independently.",agent_security,,,t,2026-05-23 06:36:10.849122+00
291,mcp-yoshi v1.4.0 — MCP Security Filter Covering 76% of Flowise 59 CVEs,"MCP communication filter for Claude Code. Covers 76% (45/59) of Flowise vulnerabilities with rules IN-015 through IN-021: parameter override, path traversal, query injection, sandbox escape, header spoofing, browser launch RCE. Detects trust-command + dangerous-option patterns in npx/npm/pnpm/yarn/bun/deno.",agent_security,,,t,2026-05-23 06:36:10.849122+00
288,FlowiseAI 10 Critical Flaws (CVSS 9.9) — RCE Cascade via CSV/Airtable Agent Injection,FlowiseAI published a security advisory batch revealing a critical vulnerability cascade in Flowise — the popular open-source UI for no-code LLM app assembly. Flaws range from unauthenticated RCE chains via CSV/Airtable agent injection to plaintext credential storage. A single malicious CSV or Airtable payload chains through the agent to achieve code execution.,agent_security,,,t,2026-05-23 06:06:18.520196+00
287,CVE-2026-7061 — ChatGPT-MCP-Server Docker Command Injection (CVSS 7.3),"Critical command injection in Toowiredd/chatgpt-mcp-server allows unauthenticated RCE via Docker service component. Public PoC available. Project abandoned (issue open, no fix). The vulnerability is in the Docker bridge that connects MCP servers with containers — the trust boundary every MCP deployment depends on.",agent_security,,,t,2026-05-23 06:06:17.450125+00
286,vm2 CVE-2026-24120 — Sandbox Escape (CVSS 9.8) in Agent Code Execution,vm2 CVE-2026-24120 (CVSS 9.8): bypass of CVE-2023-37466 lets attackers escape the VM and run host commands. Update to 3.11.2. Affects any AI agent that runs user code in vm2 sandboxes.,agent_security,,,t,2026-05-23 05:35:06.151075+00
285,Microsoft Semantic Kernel RCE Chain — CVE-2026-26030/25592 (CVSS 9.9),"Two CVSS 9.9 flaws in Microsoft Semantic Kernel AI agent SDK: Python sandbox escape + arbitrary file write. 9 detections, 26 IOCs. Chainable for full RCE in agent deployments using MS SDK.",agent_security,,,t,2026-05-23 05:35:06.146773+00
284,Mitiga: Claude Code MCP Token Theft via Supply Chain — Anthropic Refused to Fix,"Mitiga Labs found that a fake npm package can hijack Claude Code by redirecting MCP server URLs in ~/.claude.json. Stolen token bypasses MFA, survives rotation, leaves no trace. Anthropic was notified April 10 2026 and said out of scope — no fix coming.",agent_security,,,t,2026-05-23 05:34:51.071971+00
283,CCGlass — See What Your Coding Agent Sends to the Model,"Local proxy + web dashboard that shows exactly what Claude Code, Codex, and Kimi send to the LLM. Transparency tool for understanding agent communication patterns.",agent_infrastructure,https://github.com/jianshuo/ccglass,126,t,2026-05-23 05:04:03.95518+00
282,OpenSRE — Open-Source AI SRE Agent Toolkit (5.7K Stars),"Build your own AI SRE agents. Open-source toolkit with integrations for Datadog, Grafana, Slack. Covers incident management, root cause analysis, remediation automation, and alerting.",agent_infrastructure,https://github.com/Tracer-Cloud/opensre,5668,t,2026-05-23 05:03:54.064951+00
281,CUA — Open-Source Computer-Use Agent Infrastructure (17K Stars),"Open-source infrastructure for Computer-Use Agents. Sandboxes, SDKs, and benchmarks to train and evaluate AI agents that control full desktops (macOS, Linux, Windows). Virtualization framework isolates agent environments.",agent_infrastructure,https://github.com/trycua/cua,17011,t,2026-05-23 05:03:43.612738+00
278,MCPTox Benchmark — 72.8% Attack Success Rate on MCP Servers (45 Live Servers Tested),"MCPTox tested 45 live MCP servers, 353 real tools, 1312 malicious cases across 20 LLM agents. Worst attack success rate: 72.8%. Malicious instructions hide in MCP tool descriptions, invisible to user, steer model behavior. Kaspersky confirmed supply chain: MCP via GitHub/Docker/PyPI, agent gets local access, poisoned layer harvests data. OX Security: 30+ disclosures, 10 Critical/High CVEs.",agent_security,https://github.com/zhiqiangwang4/MCPTox-Benchmark,,t,2026-05-23 04:38:01.50591+00
280,FastGPT CVE-2026-44286 — Unauthenticated SSRF in AI Agent Building Platform,CVE-2026-44286 affects FastGPT prior to 4.14.17. Unauthenticated SSRF allows attackers to access internal resources through the agent platform. FastGPT is a popular open-source AI Agent building platform.,agent_security,,,t,2026-05-23 04:38:01.50591+00
276,McKinsey Lilli Breach — Autonomous AI Agent Hacked Internal AI in 2 Hours via SQL Injection,"An offensive AI agent autonomously selected McKinsey as target, found 200 endpoints, identified 22 unauthenticated, exploited SQL injection in Lilli platform. Access: 46.5M plaintext chat messages (strategy, M&A, client data), 728K confidential files, 57K user accounts, 95 writable system prompts. CodeWall disclosed March 1 2026. McKinsey has not publicly commented. The vulnerability: user-supplied JSON keys treated as internal database code.",agent_security,,,t,2026-05-23 04:38:01.50591+00
277,Owner-Harm Research — Defense Systems Catch Only 14.8% (4/27) of AI Agents Harming Their Deployer,"Beijing researcher paper documents defense systems catching only 14.8% of agent self-harm attacks. Real incidents: Slack AI leaked private tokens via hidden instruction (Aug 2024), Microsoft 365 Copilot forwarded emails via malicious calendar invite (Jan 2024), Meta agent posted internal data publicly (Mar 2026). Breakdown: credential leak 0/3, reputational harm 0/3, financial harm 1/10, privacy breach 2/6. Eight attack categories (C1-C8).",agent_security,,,t,2026-05-23 04:38:01.50591+00
279,ConnectWise Automate Agent CVE-2026-9089 — Authentication Bypass (CVSS 8.8),CVE-2026-9089 (CVSS 8.8) impacts ConnectWise Automate Agent authentication during plugin and update processes. Organizations using Automate should apply the 2026.5 release immediately.,agent_security,,,t,2026-05-23 04:38:01.50591+00
272,Composio Security Incident — Attacker Escalated Through Agentic Tool for 8 Hours,"On May 21, an attacker probed Composio systems, gained foothold in internal agentic infrastructure monitoring tool, escalated through automated remediation systems and sandboxed execution environment over 8 hours. Compromised GitHub tokens. Company revoked ALL user GitHub tokens as precaution. 65K views on update tweet, 168 likes.",agent_security,,,t,2026-05-23 04:03:56.003439+00
266,GitNexus — Zero-Server Code Intelligence Engine for AI Agents (39.8K Stars),"Client-side knowledge graph that indexes codebases into dependency/call-chain/execution-flow graphs. Exposes via MCP so Cursor, Claude Code, Codex get architectural context and stop shipping blind edits. Runs entirely in browser.",agent_infrastructure,https://github.com/abhigyanpatwari/GitNexus,39781,t,2026-05-23 03:41:21.978003+00
271,MCPGuard — CLI Security Checks for MCP Tools Before Agent Calls,"Validates schema quality, response integrity, and security posture of MCP tools before AI agents call them. Python CLI.",agent_security,https://github.com/hieuchaydi/MCPGuard,12,t,2026-05-23 03:41:21.978003+00
270,JanuScope — Local-First MCP Policy Proxy (15 Stars),"Tool-block, SQL-mutation gate, PII redact, audit, rate-limit, OpenTelemetry, vault secrets. TypeScript MCP policy proxy that sits between agents and MCP servers.",agent_security,https://github.com/giancarloerra/JanuScope,15,t,2026-05-23 03:41:21.978003+00
269,Adrian — Runtime Security Monitoring for AI Agents (71 Stars),"Catches malicious tool use, prompt injection, and policy drift in real-time. Runtime security layer for autonomous agents. Python.",agent_security,https://github.com/secureagentics/Adrian,71,t,2026-05-23 03:41:21.978003+00
268,Sigil — AI Security Posture Management for Developer Machines,"Host-side agent that watches files controlling what AI coding agents can do: hooks, permissions, MCP allowlists, sandbox flags. Scores dangerous configurations and ships events to SIEM. Rust. Monitors Claude Code, Codex, Cursor, Gemini CLI.",agent_security,https://github.com/Ju571nK/sigil,2,t,2026-05-23 03:41:21.978003+00
267,Orca — Next-Gen ADE for Parallel Agent Fleets (3.1K Stars),"Agent Development Environment that runs any coding agent (Claude Code, Codex, Pi, Cursor) in parallel fleets with one subscription. Desktop and mobile apps.",agent_infrastructure,https://github.com/stablyai/orca,3096,t,2026-05-23 03:41:21.978003+00
265,Agentics — GitHub Next Agentic Workflows for Autonomous Repo Maintenance (714 Stars),"Sample pack of GitHub Agentic Workflows by GitHub Next. Includes repo-assist agent that reduced open issues by 578 across 13 repos, achieved 8x issue closure velocity and 10x PR merge speed. Transforms dormant open source projects into actively maintained ones. Official GitHub team project.",agent_infrastructure,https://github.com/githubnext/agentics,714,t,2026-05-23 03:07:02.882145+00
264,Nebula Security Vega — AI Agent Discovered nginx-poolslip Zero-Day RCE,"AI security agent Vega found an unauthenticated RCE zero-day in nginx 1.31.0. Targets nginx core memory pool management (ngx_pool_t). Exploit includes ASLR bypass via heap feng shui + address leaking. Achieves reverse shell. 452K views, 1383 likes, 252 RTs on disclosure. No CVE assigned yet. No public PoC. Responsible disclosure — full writeup released 30 days after patch.",agent_security,https://nebusec.ai,,t,2026-05-23 03:07:01.127626+00
263,"9router — Free AI Coding Router Connecting Claude, Codex, Cursor, Copilot (13.5K Stars)","Unlimited free AI coding by connecting Claude Code, Codex, Cursor, Cline, Copilot, and Antigravity to free Claude/GPT/Gemini via one router with auto-fallback support. Drop-in proxy that eliminates vendor lock-in.",agent_infrastructure,https://github.com/decolua/9router,13544,t,2026-05-23 03:06:30.948223+00
261,Chaterm — AI Terminal for Cloud and Infrastructure Management (3K Stars),"Open source AI terminal for cloud and infrastructure management. Deploy, troubleshoot, and automate services using natural language. Built-in SSH, PAM, bastion host support.",agent_infrastructure,https://github.com/chaterm/Chaterm,2966,t,2026-05-23 02:34:58.053513+00
262,mcp-use — Fullstack MCP Framework (10K Stars),Fullstack MCP framework to develop MCP Apps for ChatGPT/Claude and MCP Servers for AI Agents.,agent_infrastructure,https://github.com/mcp-use/mcp-use,9990,t,2026-05-23 02:34:58.053513+00
259,CCPM — Project Management Skill System for Agents with GitHub Issues + Worktrees (8.1K Stars),Shell-based project management system that uses GitHub Issues and Git worktrees for parallel agent execution. Turns GitHub Issues into agent task cards with isolated worktrees. Designed for Claude Code.,agent_infrastructure,https://github.com/automazeio/ccpm,8138,t,2026-05-23 01:45:43.203518+00
258,Worktrunk — Git Worktree CLI for Parallel AI Agent Workflows (5.1K Stars),"Rust CLI for managing git worktrees specifically designed for parallel AI agent workflows. Spin up isolated worktrees per agent, run Claude Code / Codex / any agent in parallel without conflicts.",agent_infrastructure,https://github.com/max-sixty/worktrunk,5163,t,2026-05-23 01:45:31.893211+00
257,MemPalace — Best-Benchmarked Open-Source AI Memory (52.6K Stars),"Local-first AI memory with 96.6% R@5 on LongMemEval. Stores conversations as verbatim text, structured index (wings/rooms/drawers). Pluggable backend (ChromaDB default). Zero API calls. 52K stars in 8 weeks.",agent_infrastructure,https://github.com/MemPalace/mempalace,52669,t,2026-05-23 01:45:17.129702+00
255,Gemini CLI TrustIssues — CVSS 10.0 Supply Chain via GitHub Issue (104.5K Stars),"Pillar Security found that a public GitHub issue with hidden instructions compromises Google Gemini CLI (104.5K stars). Gemini triage agent reads issue, prompt injection leaks workflow credentials, attacker pivots to write token and pushes to main. Same pattern in 8 other Google repos. Google patched in 2 days.",agent_security,https://github.com/google-gemini/gemini-cli,104500,t,2026-05-23 01:13:29.67724+00
254,Grok AI Wallet Drained $170K via Morse Code Prompt Injection — No Keys Stolen,"Attacker sent Bankr Club NFT to Grok wallet (permission escalation), then tweeted Morse-encoded transfer instruction. Grok decoded it, Bankr executed 3B DRB transfer. $170K drained without stealing a single private key. 2nd time Grok wallet exploited ($330K in March 2025). Bankr re-enabled Grok after first attack, recreating vulnerability. 80% returned after public pressure.",agent_security,,,t,2026-05-23 01:13:29.67724+00
256,PraisonAI CVE-2026-44338 — Auth Bypass Exploited Within Hours,Open-source multi-agent framework PraisonAI had auth bypass (CVE-2026-44338). Exploited within 4 hours of public disclosure. Agent frameworks with no default auth hardening are low-hanging fruit.,agent_security,https://github.com/praisonai,,t,2026-05-23 01:13:29.67724+00
251,AgentSeal — Security Toolkit to Scan for Dangerous Skills and MCP Configs (276 Stars),"Security toolkit for AI agents. Scans your machine for dangerous skills and MCP configs, monitors for supply chain attacks, tests prompt injection resistance.",agent_security,https://github.com/getagentseal/agentseal,276,t,2026-05-23 00:33:54.734866+00
250,Agent Skills — Production-Grade Engineering Skills for AI Coding Agents (44.9K Stars),Production-grade engineering skills for AI coding agents by Addy Osmani. Turns agent behavior into reusable engineering assets.,agent_infrastructure,https://github.com/addyosmani/agent-skills,44906,t,2026-05-23 00:32:59.20372+00
247,Amazon Bedrock Agentcore — Production Agent Infrastructure from AWS (2.9K Stars),"AWS Bedrock Agentcore accelerates AI agents into production with scale, reliability, and security. Official AWS samples for deploying agents at enterprise grade.",agent_infrastructure,https://github.com/awslabs/agentcore-samples,2856,t,2026-05-23 00:05:00.488065+00
246,Raptor — Claude Code as Offensive/Defensive Security Agent (2.7K Stars),"Turns Claude Code into a general-purpose AI security agent using claude.md rules, sub-agents, and skills. Orchestrates security tools for adversarial thinking, research, and attack/defense operations.",agent_security,https://github.com/gadievron/raptor,2735,t,2026-05-23 00:04:47.898777+00
244,NVIDIA OpenShell — Secure Runtime for Autonomous AI Agents (6.2K Stars),"NVIDIA open-source secure runtime for autonomous AI agents written in Rust. Announced by Jensen Huang at ServiceNow Knowledge 2026 keynote. Policy-governed execution with full audit logging for every file read, command, and API call.",agent_security,https://github.com/nvidia/openshell,6179,t,2026-05-23 00:03:29.674033+00
243,Tracecat — Open-Source Security Automation for AI Agents (3.6K Stars),"Open-source security automation platform for teams and AI agents. Event-driven workflow engine on Temporal, FastAPI, Pydantic. Low-code SOAR alternative designed for AI agent integration.",agent_security,https://github.com/TracecatHQ/tracecat,3609,t,2026-05-22 23:39:43.167868+00
242,NanoClaw — Lightweight OpenClaw Alternative in Containers (29K Stars),"Lightweight alternative to OpenClaw that runs in containers for security. Connects to WhatsApp, Telegram, Slack, Discord, Gmail. Has memory, scheduled jobs, runs on Anthropic Agents SDK. 29,278 stars, 12,855 forks.",agent_infrastructure,https://github.com/nanocoai/nanoclaw,29278,t,2026-05-22 23:39:42.105195+00
240,nono — Capability-Based Agent Runtime with Zero-Trust Policies,"Rust runtime that enforces fine-grained capability policies directly in agent operating context. Zero setup, zero latency. Covers MCP security, prompt injection defense, supply chain verification with Sigstore.",agent_security,https://github.com/always-further/nono,2452,t,2026-05-22 23:04:09.19855+00
241,PipeLock — AI Agent Firewall for MCP Security,"Go-based firewall for MCP: agent egress control, DLP, SSRF protection, prompt injection defense. Runs as proxy between agents and external services.",agent_security,https://github.com/luckyPipewrench/pipelock,634,t,2026-05-22 23:04:09.19855+00
237,AIO Sandbox — All-in-One Container for AI Agents (4.8K Stars),"Combines Browser, Shell, Filesystem, VSCode Server, Jupyter, and MCP in a single Docker container. 30-second start. Has evaluation framework and arxiv paper. Isolated agent execution with controlled file access and network limits.",agent_security,https://github.com/agent-infra/sandbox,4778,t,2026-05-22 22:36:05.8716+00
236,InsForge — All-in-One Backend for Agentic Coding (10.5K Stars),"Open-source backend platform that gives AI coding agents instant access to databases, auth, storage, edge functions, and an AI model gateway through a single MCP server or CLI. Agents build and ship full-stack apps without manual wiring. TypeScript, PostgreSQL+pgvector, NextJS, OAuth2.",agent_infrastructure,https://github.com/InsForge/InsForge,10490,t,2026-05-22 22:36:05.8716+00
235,auth.md — Open Protocol for Agent Authentication via Domain Markdown,Open protocol by WorkOS that lets AI agents register for services on behalf of users. Discoverable through a Markdown file at your domain — robots.txt for agent auth. Standardizes agent-to-service identity and access management.,agent_infrastructure,https://github.com/workos/auth.md,25,t,2026-05-22 22:06:12.923167+00
234,Cloudsail — Self-Hosted Instant Sandboxes for Coding Agents on Cloudflare,Self-hosted instant sandboxes for coding agents built on Cloudflare. Gives each coding agent session an isolated execution environment without managing VM infrastructure.,agent_security,https://github.com/nkzw-tech/cloudsail,28,t,2026-05-22 22:06:12.920453+00
233,Capsule — Secure WASM Runtime to Sandbox AI Agent Tasks,Secure runtime to sandbox AI agent tasks by running untrusted code in isolated WebAssembly environments. Built in Rust. Memory-safe sandboxed execution for multi-agent systems — eliminates Python runtime footguns in production agent deployments.,agent_security,https://github.com/capsulerun/capsule,284,t,2026-05-22 22:06:12.917901+00
232,Xalgorix — Open-Source AI Pentesting Agent with 150+ Tool Integrations,"Open-source autonomous AI pentesting agent in Go. Integrates with 150+ cybersecurity tools for automated vulnerability discovery, bug bounty automation, and security research. Supports DAST, SSRF, IDOR, SQLi, auth bypass, API/GraphQL testing, WebSocket security, subdomain takeover. 22-phase pentesting methodology with live dashboard and LLM-powered attack workflows.",agent_security,https://github.com/xalgord/xalgorix,301,t,2026-05-22 22:06:12.914464+00
227,Audit — 8-Stage Vulnerability Discovery Agent Based on Cloudflare Glasswing,"From-scratch reimplementation of Cloudflare's Project Glasswing pipeline. 8 narrow agents working in parallel: Recon, Hunt, Disprove, Reachability trace, Feedback loop. Uses Claude Code Agent SDK. By evilsocket (bettercap creator). MIT licensed.",agent_security,https://github.com/evilsocket/audit,432,t,2026-05-22 21:34:16.004863+00
225,ToolHive — Enterprise MCP Server Management Platform by Stacklok,"Enterprise-grade platform for running and managing Model Context Protocol (MCP) servers. Kubernetes-native. Built by Stacklok (founded by Red Hat engineers). Handles MCP server isolation, security boundaries, tool governance, and registry management. 1,818 stars. Go.",agent_security,https://github.com/stacklok/toolhive,1818,t,2026-05-22 21:03:28.759274+00
224,DeepSec — Agent-Powered Vulnerability Scanner from Vercel Labs,"Security harness for finding vulnerabilities in codebases powered by coding agents. Uses Claude or Codex at max thinking levels. Runs fans across worker machines in parallel. Can run on Vercel sandbox microvms. Revalidates findings to cut false positives. Drew Dennison (Semgrep founder) tested it: beat a random code security prompt, lost to Semgrep Mandoline hunt mode on C/C++ — but Mandoline costs $7.13 vs DeepSec's higher cost. 2,874 stars.",agent_security,https://github.com/vercel-labs/deepsec,2874,t,2026-05-22 21:03:18.196283+00
223,SonarQube MCP Server — Official Code Quality for AI Agents,"SonarSource shipped an official MCP server. AI agents scan for code quality, security vulnerabilities, and technical debt through MCP. 556 stars. When the biggest code quality vendor builds MCP-native, that is a signal about where agent infra is going.",agent_infrastructure,https://github.com/SonarSource/sonarqube-mcp-server,556,t,2026-05-22 16:05:00.45322+00
221,Immunity Agent — Security Layer for AI Coding Agents,"Skill governance, safe package recommendations, MCP/tools guardrails, secret protection, and runtime policy enforcement for coding agents. Self-serve audit dashboard. 142 stars.",agent_security,https://github.com/PrismorSec/immunity-agent,142,t,2026-05-22 16:05:00.45322+00
222,"OrchestKit — 103 Skills, 36 Agents, 172 Hooks for Claude Code",Complete AI development toolkit for Claude Code. Production-ready patterns for full-stack. TypeScript + FastAPI + LangGraph + React. 173 stars. A pre-built agent ops stack you drop into Claude Code.,coding_agents,https://github.com/yonatangross/orchestkit,173,t,2026-05-22 16:05:00.45322+00
220,Headroom — 60-95% Token Compression Before the LLM Sees It,"Compress tool outputs, logs, files, and RAG chunks before they hit the context window. 1,942 stars. Works as a library, proxy, or MCP server. Same answers, fraction of the tokens. Directly solves the context budget problem every agent runtime hits.",agent_infrastructure,https://github.com/chopratejas/headroom,1942,t,2026-05-22 16:05:00.45322+00
217,TartarusAI CLI — Uncensored Coding Agent for Security Research,"Uncensored AI coding agent for security research, reverse engineering, and edge-case automation. 256K context, crypto-only billing, no policy filter. OpenCode fork. Built for the work mainstream models refuse.",agent_security,https://github.com/Tartarus-AI/tartarusai-cli,64,t,2026-05-22 15:37:03.200731+00
216,shenli/distributed-system-testing — AI Agent Skills for Chaos Engineering,"AI-agent skills for distributed-systems testing. Chaos engineering meets agentic workflows — skills that inject failures, verify recovery, and test distributed systems automatically. By shenli (VMware/Tanzu).",agent_infrastructure,https://github.com/shenli/distributed-system-testing,181,t,2026-05-22 15:37:03.200731+00
218,pie — Rust Port of the pi Coding Agent,"Rust rewrite of the pi coding agent. Terminal-based, multi-provider (Anthropic, OpenAI, OpenRouter, Groq, Mistral, Gemini), session resume, extended thinking, cost tracking. 46 stars.",coding_agents,https://github.com/c4pt0r/pie,46,t,2026-05-22 15:37:03.200731+00
215,AFT — Tree-Sitter Powered Code Manipulation Toolkit for AI Coding Agents,"Agent File Toolkit: Tree-sitter powered semantic editing, call-graph navigation, and structural search for AI coding agents. Replaces built-in read/write/edit tools in OpenCode and Pi with smarter versions. Rust binary, npm install. Works as drop-in replacement for native agent file operations.",agent_infrastructure,https://github.com/cortexkit/aft,109,t,2026-05-22 15:10:22.803891+00
