id,title,category,github_stars,url,github_url,description,added_at
145,"Archestra — Enterprise AI Platform with Guardrails, MCP Registry & Gateway (3.7K★)",agent_infrastructure,3722,https://github.com/archestra-ai/archestra,,"Enterprise AI platform with guardrails, MCP registry, gateway and orchestrator. TypeScript, AGPL-3.0. 3722 stars, 845 forks. Supports A2A, MCP client/server/host, K8s, and multiple LLM providers.",2026-05-21 22:34:17.959736+00
146,Kubernetes-sigs Agent Sandbox — K8s-native Isolated Agent Runtimes (2.3K★),agent_infrastructure,2296,https://github.com/kubernetes-sigs/agent-sandbox,,"Official Kubernetes SIG project for managing isolated, stateful, singleton workloads for AI agent runtimes. Go, Apache-2.0. 2296 stars. K8s-native isolation for agents.",2026-05-21 22:34:17.959736+00
147,Docker Agent — AI Agent Builder and Runtime by Docker Engineering (2.9K★),agent_infrastructure,2926,https://github.com/docker/docker-agent,,"AI Agent Builder and Runtime by Docker Engineering. Go, Apache-2.0. 2926 stars, 362 forks. Official Docker project for building and running AI agents.",2026-05-21 22:34:17.959736+00
148,Anthropic Cybersecurity Skills — 754 Structured Security Skills for AI Agents (6.5K★),agent_security,6740,https://github.com/mukul975/Anthropic-Cybersecurity-Skills,,"754 structured cybersecurity skills for AI agents mapped to 5 frameworks: MITRE ATT&CK, NIST CSF 2.0, MITRE ATLAS, D3FEND and NIST AI RMF. Works with Claude Code, GitHub Copilot, Codex CLI, Cursor, Gemini CLI and 20+ platforms. 26 security domains. Apache 2.0.",2026-05-21 23:04:28.420066+00
149,Nx Console Supply Chain Attack — Troj anized VS Code Extension Stole GitHub Credentials (11K+ Views),agent_security,,https://x.com/patrickwardle/status/2057295568947277941,,"TeamPCP trojanized the Nx Console VS Code extension (v18.95.0) with credential-stealing malware. Used stolen credentials to access ~3,800 internal GitHub repos. 6K+ users downloaded the malicious version. Same MO as npm worm attacks. Patrick Wardle uploaded samples to Objective-See malware collection.",2026-05-21 23:04:29.4964+00
150,claudit-sec — Single-Command Security Audit for Claude Desktop and Claude Code (250★),agent_security,250,https://github.com/HarmonicSecurity/claudit-sec,,"Security audit tool for Claude Desktop and Claude Code on macOS. Single-command visibility into MCP servers, extensions, plugins, connectors, scheduled tasks, and permissions. Shell script, zero dependencies.",2026-05-21 23:04:30.574498+00
151,"MCP Gateway Registry — Enterprise MCP Gateway with OAuth, Keycloak, Entra ID (658★)",mcp_infra,658,https://github.com/agentic-community/mcp-gateway-registry,,"Enterprise-ready MCP Gateway and Registry that centralizes AI development tools with secure OAuth authentication, dynamic tool discovery, and unified access for autonomous AI agents and coding assistants. Keycloak and Entra ID integration. Fine-grained access control.",2026-05-21 23:04:31.673388+00
152,GBrain — Garry Tan's OpenClaw Agent Brain with Fat Skills Architecture,agent_infrastructure,18007,https://github.com/garrytan/gbrain,,"Garry Tan (YC CEO) built his personal AI agent brain on OpenClaw/Hermes Agent. 100K pages of structured knowledge, 4383 people, 723 companies. Key innovation: Fat Skills, Fat Code, Thin Harness — intelligence lives in skills, runner is lightweight router. Recursive Skillify meta-skill. TypeScript, MIT license.",2026-05-21 23:39:55.976654+00
153,Google Stitch Skills — Agent Skills Standard Library by Google Labs,agent_infrastructure,5612,https://github.com/google-labs-code/stitch-skills,,"Library of Agent Skills following the Agent Skills open standard. Designed for Stitch MCP server. Compatible with Claude Code, Gemini CLI, Antigravity, and more. 5612 stars, TypeScript.",2026-05-21 23:39:55.980702+00
154,bb-browser — Your Browser is the API. CLI + MCP Server for Agent Browser Control,agent_security,5379,https://github.com/epiral/bb-browser,,"Browser becomes the API for AI agents. Chrome extension + CLI + MCP server lets agents control your actual logged-in browser. 36 platforms, 103 commands pre-built. Works with Claude Code, Cursor, OpenClaw. TypeScript.",2026-05-21 23:39:55.983337+00
155,Casdoor — Agent-First Identity and Access Management with MCP Gateway,agent_security,13647,https://github.com/casdoor/casdoor,,"Agent-first IAM/LLM MCP gateway and auth server. OAuth, OIDC, SAML, LDAP, WebAuthn, MFA, SCIM support. OpenClaw and MCP compatible. Go. 13.6K stars.",2026-05-21 23:39:55.985842+00
156,Agent Sandbox Taxonomy — Scoring Framework for Evaluating Agent Sandboxes,agent_security,74,https://github.com/kajogo777/the-agent-sandbox-taxonomy,,"Open taxonomy and scoring framework for evaluating AI agent sandboxes. 7 defense layers, 7 threat categories. Go.",2026-05-21 23:39:55.98873+00
157,Needle-rs — 258KB WASM Runtime for 26M-Parameter Tool-Calling Transformer,agent_infrastructure,28,https://github.com/Geekgineer/needle-rs,,"Tiny on-device AI that can actually call tools. 258KB WASM binary running a 26M-parameter int4-quantized transformer with function calling baked in. Runs in browser, Cloudflare Workers, and Node.js. No backend, no API key, no cloud dependency. Written in Rust, compiles to no-std WASM.",2026-05-22 00:05:07.136904+00
158,Budget-Aware MCP — Model-Agnostic Code Memory MCP Server with Graph Retrieval,agent_infrastructure,19,https://github.com/Doorman11991/budget-aware-mcp,,"Code memory MCP server that uses budget-aware graph retrieval for AI agents. Sub-millisecond queries, token budgeting so your agent does not blow through context window on large codebases. Deterministic results. Built on CodeGraphContext.",2026-05-22 00:05:07.136904+00
159,MCP-Man — Postman for MCP Servers,agent_infrastructure,11,https://github.com/aaglexx/mcp-man,,"Developer tool for MCP server testing and inspection. Browse 150+ servers, test tools live, inspect schemas. TypeScript. The first proper devtool for MCP.",2026-05-22 00:05:07.136904+00
160,Centaur — Self-Hosted Secure Agent Platform by Paradigm,agent_infrastructure,398,https://github.com/paradigmxyz/centaur,https://github.com/paradigmxyz/centaur,"Slack-native shared AI agents for teams. Each conversation runs in an isolated K8s sandbox. Credential boundaries so agents use services without raw API keys. Durable workflows. Bring-your-own-harness (Claude Code, Codex, Amp).",2026-05-22 00:38:08.15486+00
161,"Varlock — AI-Safe .env Files: Agents See Schema, Never Secrets (3.5K Stars)",agent_security,3481,https://github.com/dmno-dev/varlock,,"Schema-based config where agents read .env.schema (types, validation rules) but never touch actual secrets. Proactive leak scanning via git hooks, runtime log redaction. Plugins for 1Password, Vault, AWS, Azure.",2026-05-22 00:38:08.15486+00
163,AI Kill Chain — Defender-Side Extension of Lockheed Martin Kill Chain for LLM/Agentic Threats,agent_security,37,,https://github.com/gouravnagar-infosec/ai-kill-chain,"Extends the classic Lockheed Martin Cyber Kill Chain for LLM and agentic AI threats. Adds a model supply chain stage and splits actions-on-objectives into exfiltration, model extraction, and agentic pivot.",2026-05-22 01:36:04.252346+00
164,OpenTeam — Chrome Extension for Orchestrating Local AI Agent Team Workflows,agent_infrastructure,54,,https://github.com/afumu/openteam,A Chrome extension that orchestrates local AI-agent team workflows across web AI services. Lets you manage multiple agents from different providers in one browser interface.,2026-05-22 01:36:18.977156+00
165,Forge — Rust Workflow Engine for Structured AI Coding Agent Task Lifecycles,agent_infrastructure,39,,https://github.com/ForgeAILab/forge,AI coding agent workflow engine built in Rust. Manages structured task lifecycles for coding agents with MCP support. Self-hosted.,2026-05-22 01:36:30.252421+00
166,Firefox DevTools MCP — Mozilla official MCP server for AI agents to inspect and control Firefox,agent_infrastructure,170,https://github.com/mozilla/firefox-devtools-mcp,https://github.com/mozilla/firefox-devtools-mcp,"Model Context Protocol server for Firefox DevTools. Enables AI assistants to inspect and control Firefox browser through the Remote Debugging Protocol. TypeScript, MIT license.",2026-05-22 02:05:18.893589+00
167,AI Security Arsenal — Agent-Compatible Skills for Security Researchers,agent_security,73,https://github.com/hardw00t/ai-security-arsenal,https://github.com/hardw00t/ai-security-arsenal,"Collection of skills, agents, commands, and workflows for security researchers. Compatible with Claude Code, Claude Desktop, OpenCode, and other AI coding tools. Covers appsec, cloud security, containers, LLM attacks, and threat modeling.",2026-05-22 02:05:19.989946+00
168,"Semble — Fast Code Search for AI Agents, 98% Fewer Tokens Than grep+read",agent_infrastructure,3574,https://github.com/MinishLab/semble,https://github.com/MinishLab/semble,"Open-source semantic code search library for AI coding agents. Runs on CPU only. Provides MCP server, CLI, and Python API. Works with Claude Code, Cursor, Codex, OpenCode. Replaces grep+read loops with targeted semantic search, cutting token usage by ~98%. By MinishLab. 3.5K+ stars.",2026-05-22 02:43:19.187623+00
169,"Wirken — Encrypted Credential Vault + Audit Log for AI Agents, Single Rust Binary",agent_security,149,https://github.com/gebruder/wirken,https://github.com/gebruder/wirken,"Open-source switchboard for AI agents. Per-channel isolation, encrypted credential vault, per-session hash-chained audit log. Ships as a single static Rust binary. By gebruder. 149 stars.",2026-05-22 02:43:34.375692+00
170,Trust No Tool — Cognitive Poisoning Attack on LLM Agent Tool Trust,agent_security,,https://arxiv.org/abs/2605.17453,,"Paper identifies cognitive poisoning: malicious tools behave normally during exploration, build trust through benign interactions, then strike when hidden state conditions trigger the final action. Introduces TRUST-Bench with 1,970 hidden-trigger tool-compromise episodes. Traditional prompt-injection defenses are blind to this attack vector.",2026-05-22 03:09:01.660806+00
171,"Kreuzberg — Polyglot Document Intelligence Framework, 97+ Formats, Rust Core, MCP Server",agent_infrastructure,8356,https://github.com/kreuzberg-dev/kreuzberg,https://github.com/kreuzberg-dev/kreuzberg,"Rust-powered document extraction for PDFs, Office, images, 97+ formats. Bindings for 11+ languages. CLI, REST API, and MCP server. v4.0 just released.",2026-05-22 04:05:59.61762+00
172,DeepSeek-Reasonix — DeepSeek-Native Coding Agent with Prefix-Cache Stability,coding_agents,5236,https://github.com/esengine/DeepSeek-Reasonix,https://github.com/esengine/DeepSeek-Reasonix,AI coding agent built specifically for DeepSeek models. Prefix-cache stability means it runs continuously without losing context. Not a generic wrapper.,2026-05-22 04:05:59.61762+00
173,"MCPJam Inspector — Debug, Inspect, and Evaluate MCP Servers",agent_infrastructure,1958,https://github.com/MCPJam/inspector,https://github.com/MCPJam/inspector,"Development platform for MCP server debugging, chatting, inspection, and evaluation. Works with MCP apps and ChatGPT apps.",2026-05-22 04:05:59.61762+00
174,"Drift — Codebase Intelligence for AI, Detects Patterns and Conventions Across Sessions",agent_infrastructure,781,https://github.com/dadbodgeoff/drift,https://github.com/dadbodgeoff/drift,"MCP server that detects codebase patterns and conventions, remembers decisions across sessions. Works in any IDE. Offline CLI.",2026-05-22 04:05:59.61762+00
175,"Claude Code Plugins + Skills — 425 Plugins, 2,810 Skills, 200 Agents, CLI Package Manager",agent_infrastructure,2230,https://github.com/jeremylongshore/claude-code-plugins-plus-skills,https://github.com/jeremylongshore/claude-code-plugins-plus-skills,"Open-source marketplace for Claude Code extensions. Includes ccpi CLI package manager. Largest collection of Claude Code plugins, skills, and agent configs.",2026-05-22 04:05:59.61762+00
176,Helmor — Local Workbench for Multi-Agent Dev with Voice Copilot,coding_agents,1105,https://github.com/dohooo/helmor,https://github.com/dohooo/helmor,Open-source local workbench for multi-agent dev. Uses gpt-realtime-2 for voice-controlled agent orchestration. All UI actions have CLI equivalents.,2026-05-22 04:05:59.61762+00
178,ProgramBench — Can LLMs Rebuild Programs From Scratch?,agent_infrastructure,636,https://github.com/facebookresearch/ProgramBench,https://github.com/facebookresearch/ProgramBench,"From the SWE-Bench team (Princeton/Meta/Stanford). Gives models a compiled binary + docs, asks them to rebuild from scratch. 9 frontier models tested, zero fully resolved. Leading model passed 95%% tests on only 3%% of tasks. 200 tasks total.",2026-05-22 04:40:53.664818+00
180,rmux — Universal Rust Multiplexer for Driving CLI/TUI Apps from Code,agent_infrastructure,572,https://github.com/Helvesec/rmux,https://github.com/Helvesec/rmux,"Universal Rust multiplexer with typed SDK. Drive any CLI or TUI app from code. Native on Linux, macOS, Windows. Built with tokio and ratatui. 572 stars in 7 days.",2026-05-22 05:06:15.504565+00
181,AI Kill Chain — Defender-Side Extension of Lockheed Martin Cyber Kill Chain for LLM/Agent Threats,agent_security,37,https://github.com/gouravnagar-infosec/ai-kill-chain,https://github.com/gouravnagar-infosec/ai-kill-chain,"Extends the classic kill chain with a model supply chain stage and splits actions-on-objectives into exfiltration, model extraction, and agentic pivot stages. 37 stars but 33 forks — practitioners are actually using it.",2026-05-22 06:08:24.296161+00
182,"CloakBrowser — Stealth Chromium for AI Agents, 30/30 Bot Detection Tests Passed",agent_infrastructure,18365,https://github.com/CloakHQ/CloakBrowser,https://github.com/CloakHQ/CloakBrowser,"Stealth Chromium browser purpose-built for AI agent automation. Source-level fingerprint patches. 18K+ stars. Drop-in Playwright replacement that passes Cloudflare, reCAPTCHA, and every major bot detection test.",2026-05-22 06:08:24.296161+00
185,"Snyk Agent-Scan — Security Scanner for AI Agents, MCP Servers and Skills",agent_security,2459,,https://github.com/snyk/agent-scan,"Official Snyk security scanner for AI agents and MCP servers. Scans agent configurations, tool permissions, and skill definitions for vulnerabilities. Python CLI.",2026-05-22 06:38:19.834175+00
186,Cisco MCP Scanner — Threat Scanner for MCP Servers,agent_security,937,,https://github.com/cisco-ai-defense/mcp-scanner,"Cisco AI Defense scanner for MCP servers. 3 parallel engines: YARA rules, LLM-as-judge, and Cisco inspect API. Catches malicious tools, poisoned prompts, and behavioral anomalies.",2026-05-22 06:38:19.834175+00
187,"Pantheon Medusa — AI-First Security Scanner with 9,600+ Rules",agent_security,568,,https://github.com/Pantheon-Security/medusa,"AI-first security scanner with 76 analyzers and 9,600+ detection rules. Detects prompt injection, MCP tool poisoning, repo poisoning, AI editor config attacks. Covers 200+ CVEs.",2026-05-22 06:38:19.834175+00
188,Hol Guard — AI Antivirus for Developer Agents,agent_security,337,,https://github.com/hashgraph-online/hol-guard,"AI antivirus for developer agents: protects Codex, Claude Code, Cursor, Gemini, OpenCode, plugins, skills, MCP servers before tools run.",2026-05-22 06:38:19.834175+00
189,Dark Moon — Autonomous AI Pentesting Engine,agent_security,326,,https://github.com/ASCIT31/Dark-Moon,"Autonomous AI pentesting engine performing continuous offensive security across web, cloud, AD and Kubernetes. Agentic reasoning, real exploit execution, attack path analysis.",2026-05-22 06:38:19.834175+00
190,"CyberStrike — AI Offensive Security Agent with 7,300+ Skills",agent_security,282,,https://github.com/CyberStrikeus/CyberStrike,"AI-powered offensive security agent with 7,300+ actionable skills. MITRE ATT&CK 2,000+ tests, CIS Benchmarks 1,500+ controls, OWASP, NIST. Lazy-loading, zero context pollution.",2026-05-22 06:38:19.834175+00
191,"OpenHuman — Personal AI Super Intelligence, Desktop App, 118+ Integrations, Memory Graph",coding_agents,25216,https://github.com/tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,"Consumer-grade personal AI agent with desktop app. 118+ integrations (Gmail, Slack, Notion, GitHub). Builds personal memory graph. Desktop mascot. Privacy-first, runs locally. Written in Rust. #1 GitHub Trending, #1 Product Hunt. 25K+ stars gaining 2-4K/day.",2026-05-22 07:08:09.344438+00
192,"Crush — Glamourous Agentic Coding, by Charm (Bubble Tea Team), Written in Go",coding_agents,24523,https://github.com/charmbracelet/crush,https://github.com/charmbracelet/crush,"Coding agent from the Charm team (Bubble Tea, Lip Gloss, VHS). Written in Go. Terminal-native with beautiful TUI. Single binary, no Node.js dependency. 24K+ stars. Trending alongside picoclaw as part of Go/Rust counter-movement against TypeScript agent dominance.",2026-05-22 07:08:34.248445+00
193,"Matt Pocock Skills — 99K Stars, Claude Skills Straight From .claude Directory",agent_infrastructure,99674,https://github.com/mattpocock/skills,https://github.com/mattpocock/skills,"Skills for real engineers pulled directly from Matt Pocock's .claude directory. 99K stars, 8.2K this week alone. The most starred new repo of 2026 is not a framework or model — it is one person's AI coding skills.",2026-05-22 07:08:34.252018+00
194,"Picoclaw — Tiny Fast OpenClaw-Compatible Agent, Written in Go, 29K Stars",agent_infrastructure,29132,https://github.com/sipeed/picoclaw,https://github.com/sipeed/picoclaw,"Lightweight OpenClaw-compatible agent written in Go. Tiny, fast, deployable anywhere. 29K stars. Single binary. Being mentioned alongside Crush as the Go alternative to TypeScript-based agents. From Sipeed (hardware company).",2026-05-22 07:08:34.254557+00
196,TencentDB-Agent-Memory — Tencent 4-Tier Progressive Memory Pipeline for AI Agents,agent_infrastructure,3788,,https://github.com/Tencent/TencentDB-Agent-Memory,"Tencent open-sourced a layered long-term memory engine for AI agents. 4-tier progressive pipeline: L0 raw conversations → L1 atomic facts → L2 structured summaries → L3 user profiles. 61.38% token reduction, +51% pass rate on WideSearch benchmarks. Uses Mermaid diagrams as context compression when sessions hit 300K+ tokens. Zero external dependencies, fully local, MIT license.",2026-05-22 07:44:24.313842+00
197,Claude Code System Prompts — Full Teardown of Anthropic Agent Instructions,agent_infrastructure,10404,,https://github.com/Piebald-AI/claude-code-system-prompts,"Complete collection of Claude Code system prompts including 27 builtin tool descriptions, sub-agent prompts (Plan/Explore/Task), utility prompts (CLAUDE.md, compact, statusline, WebFetch, Bash cmd, security review, agent creation). Updated for each Claude Code version.",2026-05-22 07:44:24.313842+00
198,Raptor — Claude Code as Offensive/Defensive Security Agent,agent_security,2735,,https://github.com/gadievron/raptor,"Turns Claude Code into a general-purpose AI security agent. Uses CLAUDE.md to create rules, sub-agents, and skills that orchestrate security tool usage for adversarial thinking, research, and attack/defense operations.",2026-05-22 07:44:24.313842+00
199,Juice — Negative-Constraint Memory Layer for AI Agents,agent_infrastructure,29,https://github.com/alvinunreal/juice,https://github.com/alvinunreal/juice,"MCP server that stores ONLY avoidance constraints — what agents should NOT do. Rejects positive preferences. Scopes to global/project/repo/agent. Works with Claude Code, OpenCode, Cursor, Codex. SQLite-backed, TypeScript.",2026-05-22 09:07:01.072568+00
200,Directional Prompting — Two-Layer Prompt Skill for Claude Code and Codex CLI,agent_infrastructure,73,https://github.com/kingbootoshi/directional-prompting,https://github.com/kingbootoshi/directional-prompting,Outcome-first plus directional language. A two-layer prompt engineering skill that works identically in Claude Code and Codex CLI via SKILL.md. Layer 1: name the destination. Layer 2: positive verbs for the path.,2026-05-22 09:07:02.145343+00
201,"Kimi Code CLI — MoonshotAI Terminal Coding Agent with Subagents, Video Input, and MCP",coding_agents,154,https://github.com/MoonshotAI/kimi-code,https://github.com/MoonshotAI/kimi-code,"MoonshotAI (valued at 0B+, B funded) open-sourced their coding agent. Single-binary install, subagents for parallel work (coder/explore/plan), video input for screen recordings, AI-native MCP config, lifecycle hooks for gating risky tool calls. Purpose-built for Kimi models but configurable for others. MIT licensed, TypeScript.",2026-05-22 09:41:28.08899+00
202,cc-connect — Bridge Local AI Coding Agents to Messaging Platforms,agent_infrastructure,10127,https://github.com/chenhg5/cc-connect,https://github.com/chenhg5/cc-connect,"Go-based bridge that lets you control Claude Code, Codex, Cursor Agent, Gemini CLI from Slack, Telegram, Discord, LINE, Feishu, WeChat Work. No public IP needed. WebSocket + long-polling. 10K+ stars.",2026-05-22 10:06:57.913679+00
203,Lucarne — Zero-Intrusion Mobile Remote Control for AI Coding Agents,agent_infrastructure,102,https://github.com/tuchg/Lucarne,https://github.com/tuchg/Lucarne,"Rust-based tool for mobile control over Codex, Claude Code, Pi, and Gemini sessions via Telegram/WeChat. Zero hooks, no skills, no MCP. Just sync, approve, resume from anywhere. v0.3.0 with Homebrew support.",2026-05-22 11:05:47.419165+00
204,codex-shim — BYOK Local Responses-API Shim for Codex Desktop,agent_infrastructure,118,https://github.com/0xSero/codex-shim,https://github.com/0xSero/codex-shim,Local Responses-API shim that exposes Factory BYOK models and optional ChatGPT GPT-5.5 passthrough to Codex Desktop. Python.,2026-05-22 11:06:10.324729+00
205,book-to-skill — Turn Any Technical Book PDF into a Claude Code Skill,coding_agents,1129,https://github.com/virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,"Python tool that parses technical book PDFs and generates SKILL.md files for Claude Code. Study, reference, and use book knowledge while you work. 1,129 stars in 3 weeks. Offline, no API key. Unique PDF-to-agent-skill pipeline.",2026-05-22 12:09:38.448611+00
206,Modern Web Guidance — Chrome Official Agent Skills for 128 Web Platform APIs,agent_infrastructure,612,https://github.com/GoogleChrome/modern-web-guidance,https://github.com/GoogleChrome/modern-web-guidance,"Google Chrome team published a curated agent skill covering 128 web platform APIs with 100+ expert-verified use cases. Works with Claude Code, Gemini CLI, Copilot CLI, Goose, and Vercel. Offline, no API key. First browser-vendor agent skill pack. 612 stars.",2026-05-22 12:09:39.520164+00
207,"Hallmark — Anti-AI-Slop Design Skill for Claude Code, Cursor, and Codex",agent_infrastructure,1444,https://github.com/Nutlope/hallmark,https://github.com/Nutlope/hallmark,Open-source design skill that prevents AI-generated UI from looking generic. Installs via npx skills add nutlope/hallmark. Gives coding agents design sensibility so UI output looks intentional instead of cookie-cutter.,2026-05-22 13:06:39.504108+00
209,Boris Prompts — Claude Code Skill Using Boris's Prompt Methodology,coding_agents,102,https://github.com/LingyiChen-AI/boris-prompts,https://github.com/LingyiChen-AI/boris-prompts,"Agent skill that writes high-quality prompts using Boris (Claude Code creator) methodology from Pro Tips & Tricks talk. Five principles: short beats long, examples beat descriptions, negative constraints beat positive, structure beats stream-of-consciousness, context beats cleverness. Works with Claude Code, Codex, Cursor, 50+ agents.",2026-05-22 14:52:59.562228+00
210,Offensive Claude — 25-Skill Security Research Config for Claude Code,agent_security,183,https://github.com/hypnguyen1209/offensive-claude,https://github.com/hypnguyen1209/offensive-claude,"Comprehensive Claude Code configuration for security researchers and red teamers. 25 specialized skills (recon, vuln analysis, exploit dev, reverse engineering, AD attacks, EDR bypass), 6 sub-agents, 46 vulnerability reference files. One-liner install.",2026-05-22 14:52:59.562228+00
211,9arm-skills — 1.3K Star Claude Code Skills Collection,agent_infrastructure,1332,https://github.com/thananon/9arm-skills,https://github.com/thananon/9arm-skills,"Personal Claude Code skills collection organized into engineering, productivity, misc, personal, and deprecated buckets. Skills: debug-mantra (four-mantra debugging), post-mortem (engineering records), scrutinize (code review), management-talk (rewrite for leadership). Clean symlink install.",2026-05-22 14:52:59.562228+00
214,"ClawMoat — Open-Source Agent Firewall with 40/40 Benchmark, 100% Detection",agent_security,40,,https://github.com/darfaz/clawmoat,"Agent firewall that prevents AI agents from leaking data, using dangerous tools, and importing poisoned dependencies. Zero dependencies. Official OpenClaw sanitizer plugin. 40/40 benchmark: 100% detection, 0% false positives across prompt injection, secret exfiltration, dangerous commands, and supply chain attacks. npm package.",2026-05-22 15:10:21.734973+00
215,AFT — Tree-Sitter Powered Code Manipulation Toolkit for AI Coding Agents,agent_infrastructure,109,,https://github.com/cortexkit/aft,"Agent File Toolkit: Tree-sitter powered semantic editing, call-graph navigation, and structural search for AI coding agents. Replaces built-in read/write/edit tools in OpenCode and Pi with smarter versions. Rust binary, npm install. Works as drop-in replacement for native agent file operations.",2026-05-22 15:10:22.803891+00
216,shenli/distributed-system-testing — AI Agent Skills for Chaos Engineering,agent_infrastructure,181,https://github.com/shenli/distributed-system-testing,https://github.com/shenli/distributed-system-testing,"AI-agent skills for distributed-systems testing. Chaos engineering meets agentic workflows — skills that inject failures, verify recovery, and test distributed systems automatically. By shenli (VMware/Tanzu).",2026-05-22 15:37:03.200731+00
217,TartarusAI CLI — Uncensored Coding Agent for Security Research,agent_security,64,https://github.com/Tartarus-AI/tartarusai-cli,https://github.com/Tartarus-AI/tartarusai-cli,"Uncensored AI coding agent for security research, reverse engineering, and edge-case automation. 256K context, crypto-only billing, no policy filter. OpenCode fork. Built for the work mainstream models refuse.",2026-05-22 15:37:03.200731+00
218,pie — Rust Port of the pi Coding Agent,coding_agents,46,https://github.com/c4pt0r/pie,https://github.com/c4pt0r/pie,"Rust rewrite of the pi coding agent. Terminal-based, multi-provider (Anthropic, OpenAI, OpenRouter, Groq, Mistral, Gemini), session resume, extended thinking, cost tracking. 46 stars.",2026-05-22 15:37:03.200731+00
220,Headroom — 60-95% Token Compression Before the LLM Sees It,agent_infrastructure,1942,https://github.com/chopratejas/headroom,https://github.com/chopratejas/headroom,"Compress tool outputs, logs, files, and RAG chunks before they hit the context window. 1,942 stars. Works as a library, proxy, or MCP server. Same answers, fraction of the tokens. Directly solves the context budget problem every agent runtime hits.",2026-05-22 16:05:00.45322+00
221,Immunity Agent — Security Layer for AI Coding Agents,agent_security,142,https://github.com/PrismorSec/immunity-agent,https://github.com/PrismorSec/immunity-agent,"Skill governance, safe package recommendations, MCP/tools guardrails, secret protection, and runtime policy enforcement for coding agents. Self-serve audit dashboard. 142 stars.",2026-05-22 16:05:00.45322+00
222,"OrchestKit — 103 Skills, 36 Agents, 172 Hooks for Claude Code",coding_agents,173,https://github.com/yonatangross/orchestkit,https://github.com/yonatangross/orchestkit,Complete AI development toolkit for Claude Code. Production-ready patterns for full-stack. TypeScript + FastAPI + LangGraph + React. 173 stars. A pre-built agent ops stack you drop into Claude Code.,2026-05-22 16:05:00.45322+00
223,SonarQube MCP Server — Official Code Quality for AI Agents,agent_infrastructure,556,https://github.com/SonarSource/sonarqube-mcp-server,https://github.com/SonarSource/sonarqube-mcp-server,"SonarSource shipped an official MCP server. AI agents scan for code quality, security vulnerabilities, and technical debt through MCP. 556 stars. When the biggest code quality vendor builds MCP-native, that is a signal about where agent infra is going.",2026-05-22 16:05:00.45322+00
224,DeepSec — Agent-Powered Vulnerability Scanner from Vercel Labs,agent_security,2874,https://github.com/vercel-labs/deepsec,https://github.com/vercel-labs/deepsec,"Security harness for finding vulnerabilities in codebases powered by coding agents. Uses Claude or Codex at max thinking levels. Runs fans across worker machines in parallel. Can run on Vercel sandbox microvms. Revalidates findings to cut false positives. Drew Dennison (Semgrep founder) tested it: beat a random code security prompt, lost to Semgrep Mandoline hunt mode on C/C++ — but Mandoline costs $7.13 vs DeepSec's higher cost. 2,874 stars.",2026-05-22 21:03:18.196283+00
225,ToolHive — Enterprise MCP Server Management Platform by Stacklok,agent_security,1818,https://github.com/stacklok/toolhive,https://github.com/stacklok/toolhive,"Enterprise-grade platform for running and managing Model Context Protocol (MCP) servers. Kubernetes-native. Built by Stacklok (founded by Red Hat engineers). Handles MCP server isolation, security boundaries, tool governance, and registry management. 1,818 stars. Go.",2026-05-22 21:03:28.759274+00
227,Audit — 8-Stage Vulnerability Discovery Agent Based on Cloudflare Glasswing,agent_security,432,,https://github.com/evilsocket/audit,"From-scratch reimplementation of Cloudflare's Project Glasswing pipeline. 8 narrow agents working in parallel: Recon, Hunt, Disprove, Reachability trace, Feedback loop. Uses Claude Code Agent SDK. By evilsocket (bettercap creator). MIT licensed.",2026-05-22 21:34:16.004863+00
232,Xalgorix — Open-Source AI Pentesting Agent with 150+ Tool Integrations,agent_security,301,,https://github.com/xalgord/xalgorix,"Open-source autonomous AI pentesting agent in Go. Integrates with 150+ cybersecurity tools for automated vulnerability discovery, bug bounty automation, and security research. Supports DAST, SSRF, IDOR, SQLi, auth bypass, API/GraphQL testing, WebSocket security, subdomain takeover. 22-phase pentesting methodology with live dashboard and LLM-powered attack workflows.",2026-05-22 22:06:12.914464+00
233,Capsule — Secure WASM Runtime to Sandbox AI Agent Tasks,agent_security,284,,https://github.com/capsulerun/capsule,Secure runtime to sandbox AI agent tasks by running untrusted code in isolated WebAssembly environments. Built in Rust. Memory-safe sandboxed execution for multi-agent systems — eliminates Python runtime footguns in production agent deployments.,2026-05-22 22:06:12.917901+00
234,Cloudsail — Self-Hosted Instant Sandboxes for Coding Agents on Cloudflare,agent_security,28,,https://github.com/nkzw-tech/cloudsail,Self-hosted instant sandboxes for coding agents built on Cloudflare. Gives each coding agent session an isolated execution environment without managing VM infrastructure.,2026-05-22 22:06:12.920453+00
235,auth.md — Open Protocol for Agent Authentication via Domain Markdown,agent_infrastructure,25,,https://github.com/workos/auth.md,Open protocol by WorkOS that lets AI agents register for services on behalf of users. Discoverable through a Markdown file at your domain — robots.txt for agent auth. Standardizes agent-to-service identity and access management.,2026-05-22 22:06:12.923167+00
